accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR12538695	SRP279131	new	PRJNA659851	SAMN15928680	S0243	BGT_GA03_GP13_119	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0243.R1.fastq.gz	S0243.R2.fastq.gz				
SRR12538694	SRP279131	new	PRJNA659851	SAMN15928681	S0244	BGT_GA03_GP13_120	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0244.R1.fastq.gz	S0244.R2.fastq.gz				
SRR12538505	SRP279131	new	PRJNA659851	SAMN15928682	S0245	BGT_GA03_GP13_121	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0245.R1.fastq.gz	S0245.R2.fastq.gz				
SRR12538504	SRP279131	new	PRJNA659851	SAMN15928683	S0246	BGT_GA03_GP13_122	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0246.R1.fastq.gz	S0246.R2.fastq.gz				
SRR12538503	SRP279131	new	PRJNA659851	SAMN15928684	S0247	BGT_GA03_GP13_123	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0247.R1.fastq.gz	S0247.R2.fastq.gz				
SRR12538502	SRP279131	new	PRJNA659851	SAMN15928685	S0248	BGT_GA03_GP13_124	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0248.R1.fastq.gz	S0248.R2.fastq.gz				
SRR12538501	SRP279131	new	PRJNA659851	SAMN15928686	S0249	BGT_GA03_GP13_125	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0249.R1.fastq.gz	S0249.R2.fastq.gz				
SRR12538500	SRP279131	new	PRJNA659851	SAMN15928687	S0250	BGT_GA03_GP13_126	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0250.R1.fastq.gz	S0250.R2.fastq.gz				
SRR12538499	SRP279131	new	PRJNA659851	SAMN15928688	S0253	BGT_GA03_GP13_127	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0253.R1.fastq.gz	S0253.R2.fastq.gz				
SRR12538498	SRP279131	new	PRJNA659851	SAMN15928689	S0254	BGT_GA03_GP13_128	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0254.R1.fastq.gz	S0254.R2.fastq.gz				
SRR12538497	SRP279131	new	PRJNA659851	SAMN15928690	S0255	BGT_GA03_GP13_129	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0255.R1.fastq.gz	S0255.R2.fastq.gz				
SRR12538496	SRP279131	new	PRJNA659851	SAMN15928691	S0256	BGT_GA03_GP13_130	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0256.R1.fastq.gz	S0256.R2.fastq.gz				
SRR12538493	SRP279131	new	PRJNA659851	SAMN15928692	S0257	BGT_GA03_GP13_131	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0257.R1.fastq.gz	S0257.R2.fastq.gz				
SRR12538492	SRP279131	new	PRJNA659851	SAMN15928693	S0258	BGT_GA03_GP13_132	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0258.R1.fastq.gz	S0258.R2.fastq.gz				
SRR12538491	SRP279131	new	PRJNA659851	SAMN15928694	S0260	BGT_GA03_GP13_133	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0260.R1.fastq.gz	S0260.R2.fastq.gz				
SRR12538490	SRP279131	new	PRJNA659851	SAMN15928695	S0260_redo	BGT_GA03_GP13_134	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0260_redo.R1.fastq.gz	S0260_redo.R2.fastq.gz				
SRR12538489	SRP279131	new	PRJNA659851	SAMN15928696	S0261	BGT_GA03_GP13_135	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0261.R1.fastq.gz	S0261.R2.fastq.gz				
SRR12538488	SRP279131	new	PRJNA659851	SAMN15928697	S0262	BGT_GA03_GP13_136	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0262.R1.fastq.gz	S0262.R2.fastq.gz				
SRR12538487	SRP279131	new	PRJNA659851	SAMN15928698	S0263	BGT_GA03_GP13_137	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0263.R1.fastq.gz	S0263.R2.fastq.gz				
SRR12538486	SRP279131	new	PRJNA659851	SAMN15928699	S0264	BGT_GA03_GP13_138	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0264.R1.fastq.gz	S0264.R2.fastq.gz				
SRR12538485	SRP279131	new	PRJNA659851	SAMN15928700	S0265	BGT_GA03_GP13_139	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0265.R1.fastq.gz	S0265.R2.fastq.gz				
SRR12538484	SRP279131	new	PRJNA659851	SAMN15928701	S0266	BGT_GA03_GP13_140	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0266.R1.fastq.gz	S0266.R2.fastq.gz				
SRR12538482	SRP279131	new	PRJNA659851	SAMN15928702	S0267	BGT_GA03_GP13_141	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GP13  section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0267.R1.fastq.gz	S0267.R2.fastq.gz				
